Season,Team,Goals,xG,Venue,Efficiency
2022-2023,Aston Villa,2.0,1.2,Home,0.8
2022-2023,Aston Villa,2.0,1.7,Home,0.30000000000000004
2022-2023,Aston Villa,2.0,0.5,Home,1.5
2022-2023,Aston Villa,1.0,1.2,Home,-0.19999999999999996
2022-2023,Aston Villa,3.0,3.5,Home,-0.5
2022-2023,Aston Villa,2.0,1.3,Home,0.7
2022-2023,Aston Villa,3.0,1.9,Home,1.1
2022-2023,Aston Villa,1.0,1.0,Home,0.0
2022-2023,Aston Villa,2.0,1.2,Home,0.8
2022-2023,Aston Villa,2.0,2.8,Home,-0.7999999999999998
2022-2023,Aston Villa,0.0,0.7,Away,-0.7
2022-2023,Aston Villa,1.0,0.9,Away,0.09999999999999998
2022-2023,Aston Villa,1.0,0.4,Away,0.6
2022-2023,Aston Villa,0.0,2.2,Away,-2.2
2022-2023,Aston Villa,1.0,0.7,Away,0.30000000000000004
2022-2023,Aston Villa,0.0,1.2,Away,-1.2
2022-2023,Aston Villa,0.0,0.4,Away,-0.4
2022-2023,Aston Villa,2.0,1.5,Away,0.5
2022-2023,Aston Villa,2.0,1.0,Away,1.0
2022-2023,Aston Villa,1.0,1.4,Away,-0.3999999999999999
2022-2023,Aston Villa,1.0,0.3,Away,0.7
2022-2023,Aston Villa,2.0,1.9,Away,0.10000000000000009
2022-2023,Aston Villa,1.0,1.5,Away,-0.5
2022-2023,Aston Villa,2.0,0.9,Away,1.1
2022-2023,Aston Villa,2.0,1.0,Away,1.0
2022-2023,Aston Villa,1.0,1.5,Away,-0.5
2022-2023,Aston Villa,0.0,0.6,Away,-0.6
2022-2023,Aston Villa,0.0,1.5,Away,-1.5
2022-2023,Aston Villa,1.0,1.3,Away,-0.30000000000000004
2022-2023,Athletic Club,0.0,1.6,Home,-1.6
2022-2023,Athletic Club,1.0,1.0,Home,0.0
2022-2023,Athletic Club,0.0,1.2,Home,-1.2
2022-2023,Athletic Club,3.0,1.9,Home,1.1
2022-2023,Athletic Club,4.0,2.1,Home,1.9
2022-2023,Athletic Club,0.0,1.2,Home,-1.2
2022-2023,Athletic Club,1.0,1.7,Home,-0.7
2022-2023,Athletic Club,3.0,2.1,Home,0.8999999999999999
2022-2023,Athletic Club,0.0,1.0,Home,-1.0
2022-2023,Athletic Club,0.0,1.1,Home,-1.1
2022-2023,Athletic Club,4.0,1.7,Home,2.3
2022-2023,Athletic Club,2.0,1.6,Home,0.3999999999999999
2022-2023,Athletic Club,0.0,0.9,Home,-0.9
2022-2023,Athletic Club,0.0,0.9,Home,-0.9
2022-2023,Athletic Club,2.0,0.8,Home,1.2
2022-2023,Athletic Club,0.0,0.3,Home,-0.3
2022-2023,Athletic Club,0.0,1.6,Home,-1.6
2022-2023,Athletic Club,2.0,1.0,Home,1.0
2022-2023,Athletic Club,0.0,2.4,Home,-2.4
2022-2023,Athletic Club,4.0,2.4,Away,1.6
2022-2023,Athletic Club,4.0,2.7,Away,1.2999999999999998
2022-2023,Athletic Club,1.0,1.7,Away,-0.7
2022-2023,Athletic Club,2.0,1.0,Away,1.0
2022-2023,Athletic Club,0.0,0.5,Away,-0.5
2022-2023,Athletic Club,1.0,0.7,Away,0.30000000000000004
2022-2023,Athletic Club,0.0,0.4,Away,-0.4
2022-2023,Athletic Club,1.0,0.3,Away,0.7
2022-2023,Athletic Club,0.0,0.4,Away,-0.4
2022-2023,Athletic Club,2.0,1.5,Away,0.5
2022-2023,Athletic Club,0.0,0.8,Away,-0.8
2022-2023,Athletic Club,0.0,1.3,Away,-1.3
2022-2023,Athletic Club,3.0,2.6,Away,0.3999999999999999
2022-2023,Athletic Club,2.0,2.3,Away,-0.2999999999999998
2022-2023,Athletic Club,2.0,1.7,Away,0.30000000000000004
2022-2023,Athletic Club,1.0,1.7,Away,-0.7
2022-2023,Athletic Club,1.0,3.1,Away,-2.1
2022-2023,Athletic Club,0.0,0.8,Away,-0.8
2022-2023,Athletic Club,1.0,2.3,Away,-1.2999999999999998
2022-2023,Atlético Madrid,0.0,1.6,Home,-1.6
2022-2023,Atlético Madrid,4.0,0.7,Home,3.3
2022-2023,Atlético Madrid,1.0,1.0,Home,0.0
2022-2023,Atlético Madrid,2.0,1.9,Home,0.10000000000000009
2022-2023,Atlético Madrid,1.0,1.1,Home,-0.10000000000000009
2022-2023,Atlético Madrid,1.0,1.9,Home,-0.8999999999999999
2022-2023,Atlético Madrid,2.0,1.7,Home,0.30000000000000004
2022-2023,Atlético Madrid,0.0,1.7,Home,-1.7
2022-2023,Atlético Madrid,3.0,3.3,Home,-0.2999999999999998
2022-2023,Atlético Madrid,1.0,0.7,Home,0.30000000000000004
2022-2023,Atlético Madrid,1.0,1.2,Home,-0.19999999999999996
2022-2023,Atlético Madrid,6.0,3.2,Home,2.8
2022-2023,Atlético Madrid,3.0,1.9,Home,1.1
2022-2023,Atlético Madrid,1.0,1.6,Home,-0.6000000000000001
2022-2023,Atlético Madrid,2.0,2.3,Home,-0.2999999999999998
2022-2023,Atlético Madrid,3.0,2.7,Home,0.2999999999999998
2022-2023,Atlético Madrid,5.0,3.0,Home,2.0
2022-2023,Atlético Madrid,3.0,1.9,Home,1.1
2022-2023,Atlético Madrid,2.0,0.7,Home,1.3
2022-2023,Atlético Madrid,3.0,1.2,Away,1.8
2022-2023,Atlético Madrid,1.0,1.5,Away,-0.5
2022-2023,Atlético Madrid,1.0,1.1,Away,-0.10000000000000009
2022-2023,Atlético Madrid,2.0,2.2,Away,-0.20000000000000018
2022-2023,Atlético Madrid,1.0,0.3,Away,0.7
2022-2023,Atlético Madrid,2.0,0.8,Away,1.2
2022-2023,Atlético Madrid,2.0,1.3,Away,0.7
2022-2023,Atlético Madrid,0.0,1.3,Away,-1.3
2022-2023,Atlético Madrid,1.0,2.4,Away,-1.4
2022-2023,Atlético Madrid,1.0,1.6,Away,-0.6000000000000001
2022-2023,Atlético Madrid,1.0,0.9,Away,0.09999999999999998
2022-2023,Atlético Madrid,1.0,0.3,Away,0.7
2022-2023,Atlético Madrid,1.0,1.9,Away,-0.8999999999999999
2022-2023,Atlético Madrid,2.0,1.9,Away,0.10000000000000009
2022-2023,Atlético Madrid,0.0,1.3,Away,-1.3
2022-2023,Atlético Madrid,5.0,2.0,Away,3.0
2022-2023,Atlético Madrid,0.0,1.5,Away,-1.5
2022-2023,Atlético Madrid,3.0,2.3,Away,0.7000000000000002
2022-2023,Atlético Madrid,2.0,1.8,Away,0.19999999999999996
2022-2023,Barcelona,0.0,1.9,Home,-1.9
2022-2023,Barcelona,4.0,2.6,Home,1.4
2022-2023,Barcelona,3.0,3.9,Home,-0.8999999999999999
2022-2023,Barcelona,1.0,2.0,Home,-1.0
2022-2023,Barcelona,3.0,2.1,Home,0.8999999999999999
2022-2023,Barcelona,4.0,1.4,Home,2.6
2022-2023,Barcelona,2.0,4.0,Home,-2.0
2022-2023,Barcelona,1.0,2.2,Home,-1.2000000000000002
2022-2023,Barcelona,1.0,0.7,Home,0.30000000000000004
2022-2023,Barcelona,3.0,2.7,Home,0.2999999999999998
2022-2023,Barcelona,2.0,2.2,Home,-0.20000000000000018
2022-2023,Barcelona,1.0,1.8,Home,-0.8
2022-2023,Barcelona,2.0,1.6,Home,0.3999999999999999
2022-2023,Barcelona,0.0,1.3,Home,-1.3
2022-2023,Barcelona,1.0,1.8,Home,-0.8
2022-2023,Barcelona,4.0,3.0,Home,1.0
2022-2023,Barcelona,1.0,2.8,Home,-1.7999999999999998
2022-2023,Barcelona,1.0,1.5,Home,-0.5
2022-2023,Barcelona,3.0,3.6,Home,-0.6000000000000001
2022-2023,Barcelona,4.0,2.1,Away,1.9
2022-2023,Barcelona,3.0,4.0,Away,-1.0
2022-2023,Barcelona,4.0,3.4,Away,0.6000000000000001
2022-2023,Barcelona,1.0,0.7,Away,0.30000000000000004
2022-2023,Barcelona,1.0,2.0,Away,-1.0
2022-2023,Barcelona,1.0,1.6,Away,-0.6000000000000001
2022-2023,Barcelona,2.0,0.8,Away,1.2
2022-2023,Barcelona,1.0,0.7,Away,0.30000000000000004
2022-2023,Barcelona,1.0,1.1,Away,-0.10000000000000009
2022-2023,Barcelona,2.0,1.9,Away,0.10000000000000009
2022-2023,Barcelona,1.0,1.7,Away,-0.7
2022-2023,Barcelona,0.0,1.4,Away,-1.4
2022-2023,Barcelona,1.0,0.9,Away,0.09999999999999998
2022-2023,Barcelona,4.0,1.7,Away,2.3
2022-2023,Barcelona,0.0,1.5,Away,-1.5
2022-2023,Barcelona,1.0,0.9,Away,0.09999999999999998
2022-2023,Barcelona,4.0,3.1,Away,0.8999999999999999
2022-2023,Barcelona,1.0,1.7,Away,-0.7
2022-2023,Barcelona,1.0,1.2,Away,-0.19999999999999996
2022-2023,Betis,3.0,3.1,Home,-0.10000000000000009
2022-2023,Betis,1.0,0.5,Home,0.5
2022-2023,Betis,1.0,1.4,Home,-0.3999999999999999
2022-2023,Betis,2.0,1.6,Home,0.3999999999999999
2022-2023,Betis,3.0,2.5,Home,0.5
2022-2023,Betis,1.0,1.4,Home,-0.3999999999999999
2022-2023,Betis,1.0,1.0,Home,0.0
2022-2023,Betis,0.0,0.5,Home,-0.5
2022-2023,Betis,1.0,0.6,Home,0.4
2022-2023,Betis,3.0,3.4,Home,-0.3999999999999999
2022-2023,Betis,2.0,2.4,Home,-0.3999999999999999
2022-2023,Betis,0.0,0.5,Home,-0.5
2022-2023,Betis,1.0,0.8,Home,0.19999999999999996
2022-2023,Betis,0.0,1.2,Home,-1.2
2022-2023,Betis,3.0,2.0,Home,1.0
2022-2023,Betis,0.0,1.0,Home,-1.0
2022-2023,Betis,3.0,1.5,Home,1.5
2022-2023,Betis,0.0,1.2,Home,-1.2
2022-2023,Betis,1.0,0.6,Home,0.4
2022-2023,Betis,2.0,2.1,Away,-0.10000000000000009
2022-2023,Betis,1.0,0.5,Away,0.5
2022-2023,Betis,0.0,0.9,Away,-0.9
2022-2023,Betis,0.0,0.5,Away,-0.5
2022-2023,Betis,0.0,0.9,Away,-0.9
2022-2023,Betis,2.0,1.3,Away,0.7
2022-2023,Betis,0.0,0.2,Away,-0.2
2022-2023,Betis,2.0,0.9,Away,1.1
2022-2023,Betis,0.0,0.9,Away,-0.9
2022-2023,Betis,1.0,1.7,Away,-0.7
2022-2023,Betis,3.0,2.5,Away,0.5
2022-2023,Betis,3.0,4.1,Away,-1.0999999999999996
2022-2023,Betis,1.0,1.0,Away,0.0
2022-2023,Betis,0.0,0.6,Away,-0.6
2022-2023,Betis,2.0,2.0,Away,0.0
2022-2023,Betis,0.0,0.2,Away,-0.2
2022-2023,Betis,1.0,1.2,Away,-0.19999999999999996
2022-2023,Betis,0.0,0.1,Away,-0.1
2022-2023,Betis,2.0,2.5,Away,-0.5
2022-2023,Bournemouth,2.0,0.6,Home,1.4
2022-2023,Bournemouth,0.0,0.3,Home,-0.3
2022-2023,Bournemouth,0.0,0.4,Home,-0.4
2022-2023,Bournemouth,0.0,0.4,Home,-0.4
2022-2023,Bournemouth,2.0,1.1,Home,0.8999999999999999
2022-2023,Bournemouth,0.0,1.0,Home,-1.0
2022-2023,Bournemouth,2.0,0.5,Home,1.5
2022-2023,Bournemouth,3.0,2.4,Home,0.6000000000000001
2022-2023,Bournemouth,0.0,0.6,Home,-0.6
2022-2023,Bournemouth,1.0,1.4,Home,-0.3999999999999999
2022-2023,Bournemouth,1.0,1.5,Home,-0.5
2022-2023,Bournemouth,1.0,1.0,Home,0.0
2022-2023,Bournemouth,1.0,0.9,Home,0.09999999999999998
2022-2023,Bournemouth,2.0,2.6,Home,-0.6000000000000001
2022-2023,Bournemouth,0.0,1.7,Home,-1.7
2022-2023,Bournemouth,0.0,1.5,Home,-1.5
2022-2023,Bournemouth,4.0,1.9,Home,2.1
2022-2023,Bournemouth,1.0,1.2,Home,-0.19999999999999996
2022-2023,Bournemouth,0.0,1.0,Home,-1.0
2022-2023,Bournemouth,0.0,0.1,Away,-0.1
2022-2023,Bournemouth,0.0,0.3,Away,-0.3
2022-2023,Bournemouth,3.0,0.8,Away,2.2
2022-2023,Bournemouth,1.0,0.7,Away,0.30000000000000004
2022-2023,Bournemouth,2.0,1.0,Away,1.0
2022-2023,Bournemouth,0.0,0.4,Away,-0.4
2022-2023,Bournemouth,3.0,1.5,Away,1.5
2022-2023,Bournemouth,0.0,0.5,Away,-0.5
2022-2023,Bournemouth,0.0,0.6,Away,-0.6
2022-2023,Bournemouth,0.0,0.6,Away,-0.6
2022-2023,Bournemouth,0.0,1.1,Away,-1.1
2022-2023,Bournemouth,1.0,1.1,Away,-0.10000000000000009
2022-2023,Bournemouth,2.0,1.3,Away,0.7
2022-2023,Bournemouth,0.0,1.3,Away,-1.3
2022-2023,Bournemouth,1.0,2.0,Away,-1.0
2022-2023,Bournemouth,3.0,1.3,Away,1.7
2022-2023,Bournemouth,1.0,0.9,Away,0.09999999999999998
2022-2023,Bournemouth,0.0,0.3,Away,-0.3
2022-2023,Bournemouth,0.0,0.5,Away,-0.5
2022-2023,Brentford,4.0,1.6,Home,2.4
2022-2023,Brentford,1.0,2.1,Home,-1.1
2022-2023,Brentford,5.0,2.3,Home,2.7
2022-2023,Brentford,0.0,0.5,Home,-0.5
2022-2023,Brentford,2.0,1.5,Home,0.5
2022-2023,Brentford,0.0,1.3,Home,-1.3
2022-2023,Brentford,1.0,1.4,Home,-0.3999999999999999
2022-2023,Brentford,2.0,2.0,Home,0.0
2022-2023,Brentford,3.0,1.7,Home,1.3
2022-2023,Brentford,2.0,1.4,Home,0.6000000000000001
2022-2023,Brentford,3.0,2.2,Home,0.7999999999999998
2022-2023,Brentford,1.0,0.9,Home,0.09999999999999998
2022-2023,Brentford,3.0,2.2,Home,0.7999999999999998
2022-2023,Brentford,1.0,0.6,Home,0.4
2022-2023,Brentford,1.0,2.6,Home,-1.6
2022-2023,Brentford,1.0,2.7,Home,-1.7000000000000002
2022-2023,Brentford,2.0,1.6,Home,0.3999999999999999
2022-2023,Brentford,2.0,3.4,Home,-1.4
2022-2023,Brentford,1.0,1.3,Home,-0.30000000000000004
2022-2023,Brentford,2.0,0.8,Away,1.2
2022-2023,Brentford,2.0,1.8,Away,0.19999999999999996
2022-2023,Brentford,1.0,1.4,Away,-0.3999999999999999
2022-2023,Brentford,0.0,0.9,Away,-0.9
2022-2023,Brentford,1.0,1.2,Away,-0.19999999999999996
2022-2023,Brentford,0.0,0.9,Away,-0.9
2022-2023,Brentford,2.0,1.5,Away,0.5
2022-2023,Brentford,2.0,1.3,Away,0.7
2022-2023,Brentford,2.0,1.6,Away,0.3999999999999999
2022-2023,Brentford,0.0,0.4,Away,-0.4
2022-2023,Brentford,1.0,2.0,Away,-1.0
2022-2023,Brentford,0.0,2.0,Away,-2.0
2022-2023,Brentford,2.0,1.9,Away,0.10000000000000009
2022-2023,Brentford,3.0,1.6,Away,1.4
2022-2023,Brentford,0.0,0.7,Away,-0.7
2022-2023,Brentford,0.0,1.1,Away,-1.1
2022-2023,Brentford,2.0,1.1,Away,0.8999999999999999
2022-2023,Brentford,0.0,0.2,Away,-0.2
2022-2023,Brentford,3.0,1.2,Away,1.8
2022-2023,Brighton,0.0,1.5,Home,-1.5
2022-2023,Brighton,1.0,2.0,Home,-1.0
2022-2023,Brighton,5.0,2.6,Home,2.4
2022-2023,Brighton,0.0,0.7,Home,-0.7
2022-2023,Brighton,0.0,1.7,Home,-1.7
2022-2023,Brighton,4.0,2.4,Home,1.6
2022-2023,Brighton,1.0,0.6,Home,0.4
2022-2023,Brighton,2.0,1.2,Home,0.8
2022-2023,Brighton,3.0,1.9,Home,1.1
2022-2023,Brighton,1.0,2.2,Home,-1.2000000000000002
2022-2023,Brighton,0.0,2.2,Home,-2.2
2022-2023,Brighton,4.0,3.5,Home,0.5
2022-2023,Brighton,1.0,0.6,Home,0.4
2022-2023,Brighton,3.0,4.2,Home,-1.2000000000000002
2022-2023,Brighton,6.0,3.3,Home,2.7
2022-2023,Brighton,1.0,2.3,Home,-1.2999999999999998
2022-2023,Brighton,1.0,3.2,Home,-2.2
2022-2023,Brighton,3.0,2.5,Home,0.5
2022-2023,Brighton,1.0,2.2,Home,-1.2000000000000002
2022-2023,Brighton,2.0,1.5,Away,0.5
2022-2023,Brighton,2.0,1.7,Away,0.30000000000000004
2022-2023,Brighton,1.0,1.4,Away,-0.3999999999999999
2022-2023,Brighton,3.0,1.4,Away,1.6
2022-2023,Brighton,0.0,1.9,Away,-1.9
2022-2023,Brighton,1.0,0.5,Away,0.5
2022-2023,Brighton,3.0,1.5,Away,1.5
2022-2023,Brighton,3.0,0.6,Away,2.4
2022-2023,Brighton,4.0,2.2,Away,1.7999999999999998
2022-2023,Brighton,2.0,1.7,Away,0.30000000000000004
2022-2023,Brighton,1.0,2.5,Away,-1.5
2022-2023,Brighton,2.0,2.7,Away,-0.7000000000000002
2022-2023,Brighton,2.0,2.7,Away,-0.7000000000000002
2022-2023,Brighton,1.0,1.4,Away,-0.3999999999999999
2022-2023,Brighton,2.0,2.9,Away,-0.8999999999999999
2022-2023,Brighton,1.0,2.3,Away,-1.2999999999999998
2022-2023,Brighton,3.0,1.7,Away,1.3
2022-2023,Brighton,1.0,0.5,Away,0.5
2022-2023,Brighton,1.0,1.4,Away,-0.3999999999999999
2022-2023,Celta Vigo,2.0,0.4,Home,1.6
2022-2023,Celta Vigo,1.0,1.4,Home,-0.3999999999999999
2022-2023,Celta Vigo,3.0,0.7,Home,2.3
2022-2023,Celta Vigo,1.0,0.9,Home,0.09999999999999998
2022-2023,Celta Vigo,1.0,0.5,Home,0.5
2022-2023,Celta Vigo,1.0,0.7,Home,0.30000000000000004
2022-2023,Celta Vigo,1.0,0.7,Home,0.30000000000000004
2022-2023,Celta Vigo,1.0,2.0,Home,-1.0
2022-2023,Celta Vigo,1.0,2.1,Home,-1.1
2022-2023,Celta Vigo,1.0,0.7,Home,0.30000000000000004
2022-2023,Celta Vigo,0.0,0.9,Home,-0.9
2022-2023,Celta Vigo,3.0,1.8,Home,1.2
2022-2023,Celta Vigo,3.0,2.4,Home,0.6000000000000001
2022-2023,Celta Vigo,2.0,2.0,Home,0.0
2022-2023,Celta Vigo,0.0,0.8,Home,-0.8
2022-2023,Celta Vigo,1.0,1.3,Home,-0.30000000000000004
2022-2023,Celta Vigo,1.0,0.7,Home,0.30000000000000004
2022-2023,Celta Vigo,1.0,1.2,Home,-0.19999999999999996
2022-2023,Celta Vigo,2.0,0.7,Home,1.3
2022-2023,Celta Vigo,1.0,1.0,Away,0.0
2022-2023,Celta Vigo,1.0,1.7,Away,-0.7
2022-2023,Celta Vigo,0.0,0.5,Away,-0.5
2022-2023,Celta Vigo,0.0,1.5,Away,-1.5
2022-2023,Celta Vigo,1.0,2.6,Away,-1.6
2022-2023,Celta Vigo,1.0,0.3,Away,0.7
2022-2023,Celta Vigo,0.0,0.9,Away,-0.9
2022-2023,Celta Vigo,1.0,2.0,Away,-1.0
2022-2023,Celta Vigo,0.0,0.5,Away,-0.5
2022-2023,Celta Vigo,4.0,1.9,Away,2.1
2022-2023,Celta Vigo,1.0,1.4,Away,-0.3999999999999999
2022-2023,Celta Vigo,0.0,1.1,Away,-1.1
2022-2023,Celta Vigo,3.0,1.6,Away,1.4
2022-2023,Celta Vigo,2.0,0.6,Away,1.4
2022-2023,Celta Vigo,0.0,0.9,Away,-0.9
2022-2023,Celta Vigo,1.0,0.9,Away,0.09999999999999998
2022-2023,Celta Vigo,0.0,0.3,Away,-0.3
2022-2023,Celta Vigo,1.0,0.5,Away,0.5
2022-2023,Celta Vigo,0.0,0.6,Away,-0.6
2022-2023,Chelsea,2.0,1.6,Home,0.3999999999999999
2022-2023,Chelsea,2.0,1.8,Home,0.19999999999999996
2022-2023,Chelsea,2.0,0.9,Home,1.1
2022-2023,Chelsea,3.0,1.9,Home,1.1
2022-2023,Chelsea,1.0,1.1,Home,-0.10000000000000009
2022-2023,Chelsea,0.0,0.3,Home,-0.3
2022-2023,Chelsea,2.0,1.8,Home,0.19999999999999996
2022-2023,Chelsea,0.0,0.4,Home,-0.4
2022-2023,Chelsea,1.0,1.5,Home,-0.5
2022-2023,Chelsea,0.0,1.3,Home,-1.3
2022-2023,Chelsea,0.0,1.6,Home,-1.6
2022-2023,Chelsea,1.0,1.5,Home,-0.5
2022-2023,Chelsea,2.0,2.3,Home,-0.2999999999999998
2022-2023,Chelsea,0.0,2.1,Home,-2.1
2022-2023,Chelsea,0.0,2.2,Home,-2.2
2022-2023,Chelsea,1.0,0.5,Home,0.5
2022-2023,Chelsea,0.0,1.3,Home,-1.3
2022-2023,Chelsea,2.0,1.2,Home,0.8
2022-2023,Chelsea,1.0,2.2,Home,-1.2000000000000002
2022-2023,Chelsea,1.0,1.5,Away,-0.5
2022-2023,Chelsea,0.0,0.9,Away,-0.9
2022-2023,Chelsea,1.0,1.1,Away,-0.10000000000000009
2022-2023,Chelsea,2.0,1.1,Away,0.8999999999999999
2022-2023,Chelsea,2.0,0.9,Away,1.1
2022-2023,Chelsea,0.0,0.9,Away,-0.9
2022-2023,Chelsea,1.0,1.4,Away,-0.3999999999999999
2022-2023,Chelsea,0.0,0.3,Away,-0.3
2022-2023,Chelsea,1.0,0.9,Away,0.09999999999999998
2022-2023,Chelsea,1.0,2.1,Away,-1.1
2022-2023,Chelsea,0.0,1.6,Away,-1.6
2022-2023,Chelsea,1.0,1.1,Away,-0.10000000000000009
2022-2023,Chelsea,0.0,0.4,Away,-0.4
2022-2023,Chelsea,3.0,1.6,Away,1.4
2022-2023,Chelsea,0.0,1.1,Away,-1.1
2022-2023,Chelsea,1.0,0.8,Away,0.19999999999999996
2022-2023,Chelsea,3.0,1.3,Away,1.7
2022-2023,Chelsea,0.0,1.2,Away,-1.2
2022-2023,Chelsea,1.0,1.9,Away,-0.8999999999999999
2022-2023,Crystal Palace,0.0,1.2,Home,-1.2
2022-2023,Crystal Palace,3.0,2.6,Home,0.3999999999999999
2022-2023,Crystal Palace,1.0,1.0,Home,0.0
2022-2023,Crystal Palace,1.0,0.4,Home,0.6
2022-2023,Crystal Palace,2.0,1.1,Home,0.8999999999999999
2022-2023,Crystal Palace,2.0,1.2,Home,0.8
2022-2023,Crystal Palace,1.0,0.9,Home,0.09999999999999998
2022-2023,Crystal Palace,0.0,0.4,Home,-0.4
2022-2023,Crystal Palace,0.0,0.8,Home,-0.8
2022-2023,Crystal Palace,1.0,0.5,Home,0.5
2022-2023,Crystal Palace,0.0,0.3,Home,-0.3
2022-2023,Crystal Palace,1.0,1.1,Home,-0.10000000000000009
2022-2023,Crystal Palace,0.0,0.7,Home,-0.7
2022-2023,Crystal Palace,0.0,0.2,Home,-0.2
2022-2023,Crystal Palace,2.0,2.3,Home,-0.2999999999999998
2022-2023,Crystal Palace,0.0,0.5,Home,-0.5
2022-2023,Crystal Palace,4.0,2.1,Home,1.9
2022-2023,Crystal Palace,2.0,1.5,Home,0.5
2022-2023,Crystal Palace,1.0,1.4,Home,-0.3999999999999999
2022-2023,Crystal Palace,1.0,1.0,Away,0.0
2022-2023,Crystal Palace,2.0,0.1,Away,1.9
2022-2023,Crystal Palace,0.0,1.0,Away,-1.0
2022-2023,Crystal Palace,0.0,0.4,Away,-0.4
2022-2023,Crystal Palace,0.0,0.9,Away,-0.9
2022-2023,Crystal Palace,2.0,1.0,Away,1.0
2022-2023,Crystal Palace,0.0,1.2,Away,-1.2
2022-2023,Crystal Palace,2.0,1.6,Away,0.3999999999999999
2022-2023,Crystal Palace,0.0,0.7,Away,-0.7
2022-2023,Crystal Palace,1.0,1.3,Away,-0.30000000000000004
2022-2023,Crystal Palace,1.0,1.1,Away,-0.10000000000000009
2022-2023,Crystal Palace,0.0,0.2,Away,-0.2
2022-2023,Crystal Palace,0.0,1.1,Away,-1.1
2022-2023,Crystal Palace,1.0,0.8,Away,0.19999999999999996
2022-2023,Crystal Palace,5.0,3.0,Away,2.0
2022-2023,Crystal Palace,2.0,0.9,Away,1.1
2022-2023,Crystal Palace,0.0,0.8,Away,-0.8
2022-2023,Crystal Palace,0.0,0.4,Away,-0.4
2022-2023,Crystal Palace,2.0,1.6,Away,0.3999999999999999
2022-2023,Cádiz,0.0,0.2,Home,-0.2
2022-2023,Cádiz,0.0,0.4,Home,-0.4
2022-2023,Cádiz,0.0,0.4,Home,-0.4
2022-2023,Cádiz,0.0,0.7,Home,-0.7
2022-2023,Cádiz,2.0,1.3,Home,0.7
2022-2023,Cádiz,0.0,0.9,Home,-0.9
2022-2023,Cádiz,3.0,1.1,Home,1.9
2022-2023,Cádiz,1.0,1.3,Home,-0.30000000000000004
2022-2023,Cádiz,1.0,1.6,Home,-0.6000000000000001
2022-2023,Cádiz,2.0,1.9,Home,0.10000000000000009
2022-2023,Cádiz,2.0,0.7,Home,1.3
2022-2023,Cádiz,1.0,0.8,Home,0.19999999999999996
2022-2023,Cádiz,2.0,1.7,Home,0.30000000000000004
2022-2023,Cádiz,0.0,1.1,Home,-1.1
2022-2023,Cádiz,0.0,0.7,Home,-0.7
2022-2023,Cádiz,0.0,1.4,Home,-1.4
2022-2023,Cádiz,2.0,1.8,Home,0.19999999999999996
2022-2023,Cádiz,2.0,2.2,Home,-0.20000000000000018
2022-2023,Cádiz,1.0,1.7,Home,-0.7
2022-2023,Cádiz,0.0,1.0,Away,-1.0
2022-2023,Cádiz,0.0,0.3,Away,-0.3
2022-2023,Cádiz,1.0,0.3,Away,0.7
2022-2023,Cádiz,1.0,1.1,Away,-0.10000000000000009
2022-2023,Cádiz,1.0,0.2,Away,0.8
2022-2023,Cádiz,0.0,1.4,Away,-1.4
2022-2023,Cádiz,1.0,0.9,Away,0.09999999999999998
2022-2023,Cádiz,1.0,0.4,Away,0.6
2022-2023,Cádiz,0.0,0.1,Away,-0.1
2022-2023,Cádiz,1.0,1.6,Away,-0.6000000000000001
2022-2023,Cádiz,0.0,1.0,Away,-1.0
2022-2023,Cádiz,0.0,0.6,Away,-0.6
2022-2023,Cádiz,1.0,1.4,Away,-0.3999999999999999
2022-2023,Cádiz,2.0,2.9,Away,-0.8999999999999999
2022-2023,Cádiz,0.0,1.4,Away,-1.4
2022-2023,Cádiz,1.0,0.0,Away,1.0
2022-2023,Cádiz,0.0,0.7,Away,-0.7
2022-2023,Cádiz,0.0,1.7,Away,-1.7
2022-2023,Cádiz,1.0,2.5,Away,-1.5
2022-2023,Elche,1.0,1.0,Home,0.0
2022-2023,Elche,0.0,0.7,Home,-0.7
2022-2023,Elche,1.0,0.9,Home,0.09999999999999998
2022-2023,Elche,1.0,0.5,Home,0.5
2022-2023,Elche,0.0,0.8,Home,-0.8
2022-2023,Elche,0.0,1.3,Home,-1.3
2022-2023,Elche,1.0,0.6,Home,0.4
2022-2023,Elche,0.0,1.0,Home,-1.0
2022-2023,Elche,1.0,1.2,Home,-0.19999999999999996
2022-2023,Elche,3.0,3.0,Home,0.0
2022-2023,Elche,0.0,1.8,Home,-1.8
2022-2023,Elche,2.0,1.0,Home,1.0
2022-2023,Elche,1.0,2.0,Home,-1.0
2022-2023,Elche,0.0,0.8,Home,-0.8
2022-2023,Elche,0.0,0.6,Home,-0.6
2022-2023,Elche,4.0,2.8,Home,1.2000000000000002
2022-2023,Elche,1.0,1.4,Home,-0.3999999999999999
2022-2023,Elche,1.0,1.5,Home,-0.5
2022-2023,Elche,1.0,1.6,Home,-0.6000000000000001
2022-2023,Elche,0.0,0.4,Away,-0.4
2022-2023,Elche,0.0,0.6,Away,-0.6
2022-2023,Elche,0.0,0.0,Away,0.0
2022-2023,Elche,1.0,1.1,Away,-0.10000000000000009
2022-2023,Elche,2.0,1.7,Away,0.30000000000000004
2022-2023,Elche,2.0,0.5,Away,1.5
2022-2023,Elche,1.0,0.2,Away,0.8
